Key,Year,Url,Publication Title,Title,Abstract（英文）,Keywords,标题,Abstract（中文）,关键词,可用数据集,源代码,备注（如改进方向等）
DRS9CMH2,2023,https://doi.org/10.1145/3597926.3598066,ISSTA 2023,Automatically Reproducing Android Bug Reports using Natural Language Processing and Reinforcement Learning,"As part of the process of resolving issues submitted by users via bug reports, Android developers attempt to reproduce and observe the crashes described by the bug reports. Due to the low-quality of bug reports and the complexity of modern apps, the reproduction process is non-trivial and time-consuming. Therefore, automatic approaches that can help reproduce Android bug reports are in great need. However, current approaches to help developers automatically reproduce bug reports are only able to handle limited forms of natural language text and struggle to successfully reproduce crashes for which the initial bug report had missing or imprecise steps. In this paper, we introduce a new fully automated approach to reproduce crashes from Android bug reports that addresses these limitations. Our approach accomplishes this by leveraging natural language processing techniques to more holistically and accurately analyze the natural language in Android bug reports and designing new techniques, based on reinforcement learning, to guide the search for successful reproducing steps. We conducted an empirical evaluation of our approach on 77 real world bug reports. Our approach achieved 67% precision and 77% recall in accurately extracting reproduction steps from bug reports, reproduced 74% of the total bug reports, and reproduced 64% of the bug reports that contained missing steps, significantly outperforming state of the art techniques.","Software and its engineering,Software creation and management,Software verification and validation,Software defect analysis,Software testing and debugging",使用自然语言处理和强化学习自动复制Android Bug报告,作为解决用户通过错误报告提交的问题的过程的一部分，Android开发人员试图重现和观察错误报告所描述的崩溃。由于错误报告的质量低，以及现代应用程序的复杂性，复制过程非常耗时。因此，非常需要能够帮助重现Android错误报告的自动方法。然而，目前帮助开发人员自动复制错误报告的方法只能处理有限形式的自然语言文本，并且很难成功复制最初错误报告缺少或不精确步骤的崩溃。在本文中，我们介绍了一种新的全自动方法，从Android错误报告中再现崩溃，以解决这些限制。我们的方法通过利用自然语言处理技术来更全面、准确地分析Android错误报告中的自然语言，并设计基于强化学习的新技术来指导搜索成功的复制步骤，从而实现这一点。我们对77份真实世界的bug报告进行了实证评估。我们的方法在从错误报告中准确提取再现步骤方面实现了67%的准确率和77%的召回率，再现了74%的错误报告总数，再现了64%的包含缺失步骤的错误报告，显著优于现有技术。,软件及其工程，软件创建和管理，软件验证和确认，软件缺陷分析，软件测试和调试,,,
SZ55LQMW,2023,https://doi.org/10.1145/3597926.3598142,ISSTA 2023,Detecting Condition-Related Bugs with Control Flow Graph Neural Network,"Automated bug detection is essential for high-quality software development and has attracted much attention over the years. Among the various bugs, previous studies show that the condition expressions are quite error-prone and the condition-related bugs are commonly found in practice. Traditional approaches to automated bug detection are usually limited to compilable code and require tedious manual effort. Recent deep learning-based work tends to learn general syntactic features based on Abstract Syntax Tree (AST) or apply the existing Graph Neural Networks over program graphs. However, AST-based neural models may miss important control flow information of source code, and existing Graph Neural Networks for bug detection tend to learn local neighbourhood structure information. Generally, the condition-related bugs are highly influenced by control flow knowledge, therefore we propose a novel CFG-based Graph Neural Network (CFGNN) to automatically detect condition-related bugs, which includes a graph-structured LSTM unit to efficiently learn the control flow knowledge and long-distance context information.  
We also adopt the API-usage attention mechanism to leverage the API knowledge. To evaluate the proposed approach, we collect real-world bugs in popular GitHub repositories and build a large-scale condition-related bug dataset. The experimental results show that our proposed approach significantly outperforms the state-of-the-art methods for detecting condition-related bugs.","Software and its engineering,Software notations and tools,Software maintenance tools",用控制流图神经网络检测状态相关错误,自动化错误检测对于高质量的软件开发至关重要，多年来一直备受关注。在各种错误中，先前的研究表明，条件表达式非常容易出错，并且与条件相关的错误在实践中很常见。自动错误检测的传统方法通常局限于可编译的代码，并且需要繁琐的手动工作。最近基于深度学习的工作倾向于基于抽象语法树（AST）来学习一般语法特征，或者将现有的图神经网络应用于程序图。然而，基于AST的神经模型可能会错过源代码的重要控制流信息，并且现有的用于错误检测的图神经网络倾向于学习局部邻域结构信息。通常情况下，与条件相关的错误受到控制流知识的高度影响，因此我们提出了一种新的基于CFG的图神经网络（CFGNN）来自动检测与条件有关的错误，该网络包括一个图结构的LSTM单元，以有效地学习控制流知识和远程上下文信息。,软件及其工程，软件符号和工具，软件维护工具,,,
9QBCY3UF,2023,https://doi.org/10.1145/3597926.3598108,ISSTA 2023,Testing Automated Driving Systems by Breaking Many Laws Efficiently,"An automated driving system (ADS), as the brain of an autonomous vehicle (AV), should be tested thoroughly ahead of deployment.  
ADS must satisfy a complex set of rules to ensure road safety, e.g., the existing traffic laws and possibly future laws that are dedicated to AVs.  
To comprehensively test an ADS, we would like to systematically discover diverse scenarios in which certain traffic law is violated. The challenge is that (1) there are many traffic laws (e.g., 13 testable articles in Chinese traffic laws and 16 testable articles in Singapore traffic laws, with 81 and 43 violation situations respectively); and (2) many of traffic laws are only relevant in complicated specific scenarios.  
","Software and its engineering,Software creation and management,Software verification and validation,Software defect analysis,Software testing and debugging",通过有效地打破许多法律来测试自动驾驶系统,自动驾驶系统（ADS）作为自动驾驶汽车（AV）的大脑，应在部署前进行彻底测试。,软件及其工程，软件创建和管理，软件验证和确认，软件缺陷分析，软件测试和调试,,,
Z87ZGJ4Q,2023,https://doi.org/10.1145/3597926.3598077,ISSTA 2023,Testing the Compiler for a New-Born Programming Language: An Industrial Case Study (Experience Paper),"Due to the critical role of compilers, many compiler testing techniques have been proposed, two most notable categories among which are grammar-based and metamorphic-based techniques. All of them have been extensively studied for testing mature compilers. However, it is typical to develop a new compiler for a new-born programming language in practice. In this scenario, the existing techniques are hardly applicable due to some major reasons: (1) no reference compilers to support differential testing, (2) lack of program analysis tools to support most of metamorphic-based compiler testing, (3) substantial implementation effort incurred by different programming language features. Hence, it is unknown how the existing techniques perform in this new scenario.  
","Software and its engineering,Software creation and management,Software verification and validation,Software defect analysis,Software testing and debugging,Software notations and tools,Compilers",测试一种新兴编程语言的编译器：一个工业案例研究（经验论文）,由于编译器的关键作用，人们提出了许多编译器测试技术，其中最著名的两类是基于语法的技术和基于变形的技术。所有这些都经过了广泛的研究，用于测试成熟的编译器。然而，在实践中，为新生的编程语言开发一个新的编译器是很典型的。在这种情况下，现有的技术几乎不适用，这主要是由于以下原因：（1）没有支持差分测试的参考编译器，（2）缺乏支持大多数基于变形的编译器测试的程序分析工具，（3）不同编程语言特性带来的大量实现工作。因此，目前尚不清楚现有技术在这种新情况下的表现。,软件及其工程，软件创建和管理，软件验证和确认，软件缺陷分析，软件测试和调试，软件符号和工具，编译器,,,
FXES456J,2023,https://doi.org/10.1145/3597926.3598139,ISSTA 2023,NodeRT: Detecting Races in Node.js Applications Practically,"Node.js has become one of the most popular development platforms due to its superior concurrency support. However, races induced by the nondeterministic execution order of event handlers may occur in Node.js applications, causing serious runtime failures. The state-of-the-art Node.js race detector NRace builds a happens-before (HB) graph before detection with a set of HB relation rules. In detection, NRace utilizes a heavy-weight BFS-based algorithm to query the reachability between resource operations, which introduces substantial overhead in practice, causing NRace inapplicable to real-world Node.js application test processes. This paper proposes a more practical Node.js dynamic race detection approach called NodeRT (Node.js Race Tracker). To reduce unnecessary overhead, NodeRT simplifies the HB relation rules, and divides the detection into three stages: trace collection stage, race candidate detection stage, and false positive removal stage. In the trace collection stage, NodeRT constructs a partial HB graph called asynchronous call tree (ACTree), enabling efficient reachability queries between event handlers. In the race candidate detection stage, NodeRT performs detection on the ACTree, which effectively eliminates most non-racing event handlers and outputs race candidates. In the false positive removal stage, NodeRT utilizes matching rules derived from HB relation rules and features of resources to reduce false positives in the race candidates. In experiments, NodeRT detects all known races and 9 unknown harmful races in real-world applications, whereas NRace only detects 3 of the unknown harmful races, with 64× more time consumption on average. Compared with NRace, NodeRT significantly reduces the overhead, making it practical to be integrated into real-world test processes.","Software and its engineering,Software creation and management,Software verification and validation,Software defect analysis,Software testing and debugging",NodeRT：实际检测Node.js应用程序中的竞争,Node.js由于其卓越的并发支持而成为最受欢迎的开发平台之一。然而，在Node.js应用程序中，由于事件处理程序的执行顺序不确定，可能会引发竞争，从而导致严重的运行时故障。最先进的Node.js种族检测器NRace在检测之前使用一组HB关系规则构建了一个发生前（HB）图。在检测中，NRace使用基于重权重BFS的算法来查询资源操作之间的可达性，这在实践中引入了大量开销，导致NRace不适用于真实世界的Node.js应用程序测试过程。本文提出了一种更实用的Node.js动态种族检测方法NodeRT（Node.js race Tracker）。为了减少不必要的开销，NodeRT简化了HB关系规则，并将检测分为三个阶段：痕迹收集阶段、种族候选检测阶段和假阳性去除阶段。在跟踪收集阶段，NodeRT构建了一个称为异步调用树（ACTree）的部分HB图，从而在事件处理程序之间实现高效的可达性查询。在竞赛候选检测阶段，NodeRT对ACTree进行检测，有效地消除了大多数非竞赛事件处理程序，并输出竞赛候选。在假阳性去除阶段，NodeRT利用从HB关系规则和资源特征导出的匹配规则来减少候选种族中的假阳性。在实验中，NodeRT在现实世界的应用程序中检测到所有已知种族和9个未知的有害种族，而NRace只检测到3个未知的危害种族，平均多消耗64倍的时间。与NRace相比，NodeRT显著降低了开销，使其能够集成到真实世界的测试过程中。,软件及其工程，软件创建和管理，软件验证和确认，软件缺陷分析，软件测试和调试,,,
I2RVZSUE,2023,https://doi.org/10.1145/3597926.3598113,ISSTA 2023,ModelObfuscator: Obfuscating Model Information to Protect Deployed ML-Based Systems,"More and more edge devices and mobile apps are leveraging deep learning (DL) capabilities. Deploying such models on devices – referred to as on-device models – rather than as remote cloud-hosted services, has gained popularity because it avoids transmitting user’s data off of the device and achieves high response time. However, on-device models can be easily attacked, as they can be accessed by unpacking corresponding apps and the model is fully exposed to attackers. Recent studies show that attackers can easily generate white-box-like attacks for an on-device model or even inverse its training data. To protect on-device models from white-box attacks, we propose a novel technique called model obfuscation. Specifically, model obfuscation hides and obfuscates the key information – structure, parameters and attributes – of models by renaming, parameter encapsulation, neural structure obfuscation, shortcut injection, and extra layer injection. We have developed a prototype tool ModelObfuscator to automatically obfuscate on-device TFLite models. Our experiments show that this proposed approach can dramatically improve model security by significantly increasing the difficulty of parsing models’ inner information, without increasing the latency of DL models. Our proposed on-device model obfuscation has the potential to be a fundamental technique for on-device model deployment. Our prototype tool is publicly available at https://github.com/zhoumingyi/ModelObfuscator.","Software and its engineering,Software organization and properties,Extra-functional properties,Software reliability,Software safety",ModelObfuscator：混淆模型信息以保护已部署的基于ML的系统,越来越多的边缘设备和移动应用程序正在利用深度学习（DL）功能。在设备上部署此类模型（称为设备上模型），而不是作为远程云托管服务，已经越来越受欢迎，因为它避免了将用户的数据传输到设备之外，并实现了高响应时间。然而，设备上的模型很容易受到攻击，因为可以通过打开相应的应用程序来访问它们，并且该模型完全暴露在攻击者面前。最近的研究表明，攻击者可以很容易地为设备上的模型生成类似白盒的攻击，甚至可以反转其训练数据。为了保护设备上的模型免受白盒攻击，我们提出了一种称为模型模糊的新技术。具体而言，模型模糊处理通过重命名、参数封装、神经结构模糊处理、快捷方式注入和额外层注入来隐藏和模糊模型的关键信息——结构、参数和属性。我们开发了一个原型工具ModelObfuscator，用于自动模糊设备上的TFLite模型。我们的实验表明，这种方法可以在不增加DL模型延迟的情况下，显著增加解析模型内部信息的难度，从而显著提高模型的安全性。我们提出的设备上模型模糊有可能成为设备上模型部署的基本技术。我们的原型工具可在https://github.com/zhoumingyi/ModelObfuscator.,软件及其工程，软件组织和属性，额外功能属性，软件可靠性，软件安全,,,
BN8UPDRM,2023,https://doi.org/10.1145/3597926.3598089,ISSTA 2023,DDLDroid: Efficiently Detecting Data Loss Issues in Android Apps,"Data loss issues in Android apps triggered by activity restart or app relaunch significantly reduce the user experience and undermine the app quality. While data loss detection has received much attention, the state-of-the-art techniques still miss many data loss issues due to the inaccuracy of the static analysis or the low coverage of the dynamic exploration. To this end, we present DDLDroid, a static analysis approach and an open-source tool, to systematically and efficiently detect data loss issues based on the data flow analysis. DDLDroid is bootstrapped by a saving-restoring bipartite graph which correlates variables that need saving to the corresponding variables that need restoring according to their carrier widgets. The missed or broken saving or restoring data flows lead to data loss issues. The experimental evaluation on 66 Android apps demonstrates the effectiveness and efficiency of our approach: DDLDroid successfully detects 302 true data loss issues in 73 minutes, 180 of which are previously unknown.","Software and its engineering,Software creation and management,Software verification and validation,Software defect analysis",DDLDroid：有效检测Android应用程序中的数据丢失问题,安卓应用程序中由活动重启或应用程序重新启动引发的数据丢失问题会显著降低用户体验并破坏应用程序质量。尽管数据丢失检测受到了广泛关注，但由于静态分析的不准确或动态探索的覆盖率低，现有技术仍然遗漏了许多数据丢失问题。为此，我们提出了DDLDroid，这是一种静态分析方法和开源工具，可以在数据流分析的基础上系统有效地检测数据丢失问题。DDLDroid由保存-恢复二分图引导，该图将需要保存的变量与需要恢复的相应变量根据其载体窗口小部件进行关联。丢失或损坏的保存或恢复数据流会导致数据丢失问题。对66款安卓应用程序的实验评估证明了我们方法的有效性和效率：DDLDroid在73分钟内成功检测到302个真实的数据丢失问题，其中180个以前是未知的。,软件及其工程，软件创建和管理，软件验证和确认，软件缺陷分析,,,
VJAI5VGM,2023,https://doi.org/10.1145/3597926.3604916,ISSTA 2023,DDLDroid: A Static Analyzer for Automatically Detecting Data Loss Issues in Android Applications,"DDLDroid is a static analyzer for detecting data loss issues in Android apps during activity restart or app relaunch. It is bootstrapped by a saving-restoring bipartite graph which correlates variables that need saving to those that need restoring according to their carrier widgets, and is based on the analysis of saving and restoring data flows. It reports data loss issues once missed or broken data flows are identified. DDLDroid detects 302 true data loss issues out of 66 Android apps in 73 minutes, including 180 previously-unknown issues, demonstrating its effectiveness and efficiency.","Software and its engineering,Software creation and management,Software verification and validation,Software defect analysis",DDLDroid:一个用于自动检测Android应用程序中数据丢失问题的静态分析器,DDLDroid是一个静态分析器，用于在活动重启或应用程序重新启动期间检测Android应用程序中的数据丢失问题。它是由保存-恢复二分图引导的，该图根据载体部件将需要保存的变量与需要恢复的变量关联起来，并基于对保存和恢复数据流的分析。一旦发现丢失或损坏的数据流，它就会报告数据丢失问题。DDLDroid在73分钟内检测到66个Android应用程序中的302个真实数据丢失问题，其中包括180个以前未知的问题，证明了其有效性和效率。,软件及其工程，软件创建和管理，软件验证和确认，软件缺陷分析,,,
9QZT9A6J,2023,https://doi.org/10.1145/3597926.3598109,ISSTA 2023,DeepAtash: Focused Test Generation for Deep Learning Systems,"When deployed in the operation environment, Deep Learning (DL) systems often experience the so-called development to operation (dev2op) data shift, which causes a lower prediction accuracy on field data as compared to the one measured on the test set during development. To address the dev2op shift, developers must obtain new data with the newly observed features, as these are under-represented in the train/test set, and must use them to fine tune the DL model, so as to reach the desired accuracy level.  
In this paper, we address the issue of acquiring new data with the specific features observed in operation, which caused a dev2op shift, by proposing DeepAtash, a novel search-based focused testing approach for DL systems.  
DeepAtash targets a cell in the feature space, defined as a combination of feature ranges, to generate misbehaviour-inducing inputs with predefined features.  
Experimental results show that DeepAtash was able to generate up to 29X more targeted, failure-inducing inputs than the baseline approach. The inputs generated by DeepAtash were useful to significantly improve the quality of the original DL systems through fine tuning not only on data with the targeted features, but quite surprisingly also on inputs drawn from the original distribution.","Software and its engineering,Software creation and management,Software verification and validation,Software defect analysis,Software testing and debugging",DeepAtash：深度学习系统的集中测试生成,当部署在操作环境中时，深度学习（DL）系统通常会经历所谓的开发到操作（dev2op）数据转移，这导致与开发期间在测试集上测量的数据相比，现场数据的预测精度较低。为了解决dev2op的转变，开发人员必须获得具有新观察到的特征的新数据，因为这些特征在训练/测试集中表现不足，并且必须使用它们来微调DL模型，以达到所需的精度水平。,软件及其工程，软件创建和管理，软件验证和确认，软件缺陷分析，软件测试和调试,,,
YVBUPM2Y,2023,https://doi.org/10.1109/TSE.2023.3243262,TSE 2023,Plumber: Boosting the Propagation of Vulnerability Fixes in the npm Ecosystem,"Vulnerabilities are known reported security threats that affect a large amount of packages in the npm ecosystem. To mitigate these security threats, the open-source community strongly suggests vulnerable packages to timely publish vulnerability fixes and recommends affected packages to update their dependencies. However, there are still serious lags in the propagation of vulnerability fixes in the ecosystem. In our preliminary study on the latest versions of 356,283 active npm packages, we found that 20.0% of them can still introduce vulnerabilities via direct or transitive dependencies although the involved vulnerable packages have already published fix versions for over a year. Prior study by (Chinthanet et al. 2021) lays the groundwork for research on how to mitigate propagation lags of vulnerability fixes in an ecosystem. They conducted an empirical investigation to identify lags that might occur between the vulnerable package release and its fixing release. They found that factors such as the branch upon which a fix landed and the severity of the vulnerability had a small effect on its propagation trajectory throughout the ecosystem. To ensure quick adoption and propagation of a release that contains the fix, they gave several actionable advice to developers and researchers. However, it is still an open question how to design an effective technique to accelerate the propagation of vulnerability fixes. Motivated by this problem, in this paper, we conducted an empirical study to learn the scale of packages that block the propagation of vulnerability fixes in the ecosystem and investigate their evolution characteristics. Furthermore, we distilled the remediation strategies that have better effects on mitigating the fix propagation lags. Leveraging our empirical findings, we propose an ecosystem-level technique, Plumber, for deriving feasible remediation strategies to boost the propagation of vulnerability fixes. To precisely diagnose the causes of fix propagation blocking, Plumber models the vulnerability metadata, and npm dependency metadata and continuously monitors their evolution. By analyzing a full-picture of the ecosystem-level dependency graph and the corresponding fix propagation statuses, it derives remediation schemes for pivotal packages. In the schemes, Plumber provides customized remediation suggestions with vulnerability impact analysis to arouse package developers’ awareness. We applied Plumber to generating 268 remediation reports for the identified pivotal packages, to evaluate its remediation effectiveness based on developers’ feedback. Encouragingly, 47.4% our remediation reports received positive feedback from many well-known npm projects, such as Tensorflow/tfjs, Ethers.js, and GoogleChrome/workbox. Our reports have boosted the propagation of vulnerability fixes into 16,403 root packages through 92,469 dependency paths. On average, each remediated package version is receiving 72,678 downloads per week by the time of this work.","Empirical study,  $npm$   n p m      ecosystem,vulnerable dependencies",管道工：促进漏洞修复在npm生态系统中的传播,已知的漏洞报告了影响npm生态系统中大量包的安全威胁。为了减轻这些安全威胁，开源社区强烈建议易受攻击的软件包及时发布漏洞修复程序，并建议受影响的软件包更新其依赖关系。然而，脆弱性修复在生态系统中的传播仍然存在严重滞后。在我们对356283个活动npm包的最新版本的初步研究中，我们发现其中20.0%的包仍然可以通过直接或传递依赖关系引入漏洞，尽管相关的易受攻击包已经发布了一年多的修复版本。（Chinthant等人，2021）之前的研究为研究如何减轻生态系统中脆弱性修复的传播滞后奠定了基础。他们进行了一项实证调查，以确定易受攻击的软件包发布和修复发布之间可能出现的滞后。他们发现，修复所在的分支和脆弱性的严重程度等因素对其在整个生态系统中的传播轨迹影响很小。为了确保快速采用和传播包含修复程序的版本，他们向开发人员和研究人员提供了一些可行的建议。然而，如何设计一种有效的技术来加速漏洞修复的传播仍然是一个悬而未决的问题。受此问题的启发，在本文中，我们进行了一项实证研究，以了解阻碍脆弱性修复在生态系统中传播的一揽子计划的规模，并调查其进化特征。此外，我们提炼出了在缓解修复传播滞后方面效果更好的补救策略。利用我们的经验发现，我们提出了一种生态系统级别的技术，Plumber，用于推导可行的补救策略，以促进漏洞修复的传播。为了准确诊断修复传播阻塞的原因，Plumber对漏洞元数据和npm依赖元数据进行建模，并持续监控它们的演变。通过分析生态系统级依赖图的全貌和相应的修复传播状态，它导出了关键包的修复方案。在这些方案中，Plumber通过漏洞影响分析提供定制的补救建议，以唤起包开发人员的意识。我们应用Plumber为已确定的关键包生成268份补救报告，以根据开发人员的反馈评估其补救效果。令人鼓舞的是，47.4%的补救报告得到了许多知名npm项目的积极反馈，如Tensorflow/tfjs、Ethers.js和GoogleChrome/workbox。我们的报告通过92469个依赖路径，促进了漏洞修复到16403个根包中的传播。到本工作完成时，每个修正的软件包版本平均每周收到72678次下载。,实证研究，$npm$npm生态系统，脆弱的依赖性,,,
ISYCZYPM,2023,https://doi.org/10.1109/TSE.2023.3287297,TSE 2023,Decomposition of Monolith Applications Into Microservices Architectures: A Systematic Review,"Microservices architecture has gained significant traction, in part owing to its potential to deliver scalable, robust, agile, and failure-resilient software products. Consequently, many companies that use large and complex software systems are actively looking for automated solutions to decompose their monolith applications into microservices. This paper rigorously examines 35 research papers selected from well-known databases using a Systematic Literature Review (SLR) protocol and snowballing method, extracting data to answer the research questions, and presents the following four contributions. First, the Monolith to Microservices Decomposition Framework (M2MDF) which identifies the major phases and key elements of decomposition. Second, a detailed analysis of existing decomposition approaches, tools and methods. Third, we identify the metrics and datasets used to evaluate and validate monolith to microservice decomposition processes. Fourth, we propose areas for future research. Overall, the findings suggest that monolith decomposition into microservices remains at an early stage and there is an absence of methods for combining static, dynamic, and evolutionary data. Insufficient tool support is also in evidence. Furthermore, standardised metrics, datasets, and baselines have yet to be established. These findings can assist practitioners seeking to understand the various dimensions of monolith decomposition and the community's current capabilities in that endeavour. The findings are also of value to researchers looking to identify areas to further extend research in the monolith decomposition space.","Monolith application decomposition,monolith to microservices migration,microservices architecture,microservices identification,static analysis,dynamic analysis",将单片应用程序分解为微服务体系结构：系统综述,微服务体系结构获得了巨大的吸引力，部分原因是它有潜力提供可扩展、健壮、敏捷和故障恢复的软件产品。因此，许多使用大型复杂软件系统的公司都在积极寻找自动化解决方案，将其单片应用程序分解为微服务。本文使用系统文献综述（SLR）协议和滚雪球方法，从知名数据库中筛选了35篇研究论文，提取数据来回答研究问题，并提出了以下四点贡献。首先，单片到微服务分解框架（M2MDF）确定了分解的主要阶段和关键元素。其次，详细分析了现有的分解方法、工具和方法。第三，我们确定了用于评估和验证单体到微服务分解过程的指标和数据集。第四，我们提出了未来研究的领域。总体而言，研究结果表明，整体分解为微服务仍处于早期阶段，并且缺乏将静态、动态和进化数据相结合的方法。工具支持不足也是明显的。此外，标准化指标、数据集和基线尚未建立。这些发现可以帮助从业者了解巨石分解的各个方面以及社区目前在这方面的能力。这些发现对研究人员也有价值，他们希望确定进一步扩展巨石分解空间研究的领域。,单片应用程序分解，单片到微服务迁移，微服务架构，微服务识别，静态分析，动态分析,,,
UGUS3NYL,2023,https://doi.org/10.1109/TSE.2022.3154717,TSE 2023,Evaluation of Static Vulnerability Detection Tools With Java Cryptographic API Benchmarks,"Several studies showed that misuses of cryptographic APIs are common in real-world code (e.g., Apache projects and Android apps). There exist several open-sourced and commercial security tools that automatically screen Java programs to detect misuses. To compare their accuracy and security guarantees, we develop two comprehensive benchmarks named CryptoAPI-Bench and ApacheCryptoAPI-Bench. CryptoAPI-Bench consists of 181 unit test cases that cover basic cases, as well as complex cases, including interprocedural, field sensitive, multiple class test cases, and path sensitive data flow of misuse cases. The benchmark also includes correct cases for testing false-positive rates. The ApacheCryptoAPI-Bench consists of 121 cryptographic cases from 10 Apache projects. We evaluate four tools, namely, SpotBugs, CryptoGuard, CrySL, and another tool (anonymous) using both benchmarks. We present their performance and comparative analysis. The ApacheCryptoAPI-Bench also examines the scalability of the tools. Our benchmarks are useful for advancing state-of-the-art solutions in the space of misuse detection.","Cryptographic API misuses,benchmark,Java",基于Java加密API基准的静态漏洞检测工具评估,几项研究表明，对加密API的滥用在现实世界的代码中很常见（例如，Apache项目和Android应用程序）。有几种开源和商业安全工具可以自动筛选Java程序以检测误用。为了比较它们的准确性和安全保证，我们开发了两个全面的基准测试，分别命名为CryptoAPI Bench和ApacheCryptoAPI Bench。CryptoAPI Bench由181个单元测试用例组成，涵盖基本用例和复杂用例，包括过程间、字段敏感、多类测试用例和误用用例的路径敏感数据流。该基准还包括检测假阳性率的正确案例。ApacheCryptoAPI工作台由10个Apache项目的121个加密案例组成。我们评估了四个工具，即SpotBugs、CryptoGuard、CrySL和另一个使用这两个基准的工具（匿名）。我们介绍了他们的表现和比较分析。ApacheCryptoAPI工作台还检查了这些工具的可扩展性。我们的基准对于在误用检测领域推进最先进的解决方案非常有用。,加密API误用，基准测试，Java,,,
KUJX75FE,2023,https://doi.org/10.1109/TSE.2023.3243522,TSE 2023,Black-Box Testing of Deep Neural Networks through Test Case Diversity,"Deep Neural Networks (DNNs) have been extensively used in many areas including image processing, medical diagnostics and autonomous driving. However, DNNs can exhibit erroneous behaviours that may lead to critical errors, especially when used in safety-critical systems. Inspired by testing techniques for traditional software systems, researchers have proposed neuron coverage criteria, as an analogy to source code coverage, to guide the testing of DNNs. Despite very active research on DNN coverage, several recent studies have questioned the usefulness of such criteria in guiding DNN testing. Further, from a practical standpoint, these criteria are white-box as they require access to the internals or training data of DNNs, which is often not feasible or convenient. Measuring such coverage requires executing DNNs with candidate inputs to guide testing, which is not an option in many practical contexts. In this paper, we investigate diversity metrics as an alternative to white-box coverage criteria. For the previously mentioned reasons, we require such metrics to be black-box and not rely on the execution and outputs of DNNs under test. To this end, we first select and adapt three diversity metrics and study, in a controlled manner, their capacity to measure actual diversity in input sets. We then analyze their statistical association with fault detection using four datasets and five DNNs. We further compare diversity with state-of-the-art white-box coverage criteria. As a mechanism to enable such analysis, we also propose a novel way to estimate fault detection in DNNs. Our experiments show that relying on the diversity of image features embedded in test input sets is a more reliable indicator than coverage criteria to effectively guide DNN testing. Indeed, we found that one of our selected black-box diversity metrics far outperforms existing coverage criteria in terms of fault-revealing capability and computational time. Results also confirm the suspicions that state-of-the-art coverage criteria are not adequate to guide the construction of test input sets to detect as many faults as possible using natural inputs.","Coverage,deep neural network,diversity,faults,test",基于测试用例多样性的深度神经网络黑盒测试,深度神经网络（DNN）已被广泛应用于图像处理、医学诊断和自动驾驶等领域。然而，DNN可能表现出错误行为，可能导致关键错误，尤其是在安全关键系统中使用时。受传统软件系统测试技术的启发，研究人员提出了神经元覆盖标准，作为对源代码覆盖的类比，以指导DNN的测试。尽管对DNN覆盖率进行了非常积极的研究，但最近的几项研究对此类标准在指导DNN测试方面的有用性提出了质疑。此外，从实践的角度来看，这些标准是白盒的，因为它们需要访问DNN的内部或训练数据，这通常是不可行或不方便的。测量这种覆盖率需要使用候选输入执行DNN来指导测试，这在许多实际情况下不是一种选择。在本文中，我们研究了作为白盒覆盖标准的替代方案的多样性度量。由于前面提到的原因，我们要求这些指标是黑盒的，而不是依赖于测试中DNN的执行和输出。为此，我们首先选择并调整三种多样性指标，并以可控的方式研究它们测量输入集中实际多样性的能力。然后，我们使用四个数据集和五个DNN来分析它们与故障检测的统计关联。我们进一步将多样性与最先进的白盒覆盖标准进行了比较。作为实现这种分析的机制，我们还提出了一种新的方法来估计DNN中的故障检测。我们的实验表明，依靠嵌入测试输入集中的图像特征的多样性是一个比覆盖标准更可靠的指标，可以有效地指导DNN测试。事实上，我们发现，我们选择的一个黑匣子多样性指标在故障揭示能力和计算时间方面远远优于现有的覆盖标准。结果还证实了人们的怀疑，即最先进的覆盖标准不足以指导测试输入集的构建，从而使用自然输入检测尽可能多的故障。,覆盖范围，深度神经网络，多样性，故障，测试,,,
